#
 0,    exploit/True/1,40,  0.00,  0.00, *-----              |                   ,  0.00,  0.08
 0,  exploit/True/0.9,40,  0.00,  0.00, *------             |                   ,  0.00,  0.10
 0,    exploit/True/1,35,  0.00,  0.00, *-----              |                   ,  0.00,  0.11
 0,  exploit/True/0.8,30,  0.00,  0.00, *---                |                   ,  0.00,  0.05
 0,    exploit/True/1,30,  0.00,  0.00, *------             |                   ,  0.00,  0.16
 0,  exploit/True/0.7,40,  0.00,  0.00, *                   |                   ,  0.00,  0.05
 0,    exploit/True/1,25,  0.00,  0.00, *-----              |                   ,  0.00,  0.08
 0,  exploit/True/0.7,30,  0.00,  0.00, *---                |                   ,  0.00,  0.05
 0,  exploit/True/0.9,35,  0.00,  0.00, *------             |                   ,  0.00,  0.10
 0,  exploit/True/0.8,15,  0.00,  0.00, *                   |                   ,  0.00,  0.06
 0,  exploit/True/0.7,25,  0.00,  0.02, * ----              |                   ,  0.00,  0.06
 0,  exploit/True/0.7,15,  0.00,  0.01, *------             |                   ,  0.00,  0.13
 0,  exploit/True/0.8,35,  0.00,  0.00, *-                  |                   ,  0.00,  0.05
 0,  exploit/True/0.8,20,  0.00,  0.00, *-------            |                   ,  0.00,  0.16
 0,  exploit/True/0.9,30,  0.00,  0.04, *   --------        |                   ,  0.00,  0.14
 0,    exploit/True/1,20,  0.00,  0.00, *----               |                   ,  0.00,  0.12
 0,  exploit/True/0.9,20,  0.00,  0.00, *------             |                   ,  0.00,  0.11
 0,  exploit/True/0.7,20,  0.00,  0.00, *---                |                   ,  0.00,  0.05
 0,  exploit/True/0.6,35,  0.00,  0.02, * ---------------   |                   ,  0.00,  0.17
 0,  exploit/True/0.6,40,  0.00,  0.01, *----               |                   ,  0.00,  0.05
 0,  exploit/True/0.9,25,  0.00,  0.02, * ------            |                   ,  0.00,  0.10
 0,            random,40,  0.00,  0.00, *                   |                   ,  0.00,  0.01
 0,  exploit/True/0.7,35,  0.00,  0.02, * ----              |                   ,  0.00,  0.06
 0,  exploit/True/0.8,25,  0.00,  0.02, * -----             |                   ,  0.00,  0.08
 0,  exploit/True/0.9,15,  0.00,  0.00, *---------          |                   ,  0.00,  0.12
 0,  exploit/True/0.6,20,  0.00,  0.02, * ------            |                   ,  0.00,  0.09
 0,  exploit/True/0.6,15,  0.00,  0.05, *   --------        |                   ,  0.00,  0.13
 0,            random,25,  0.00,  0.00, *---                |                   ,  0.00,  0.05
 0,  exploit/True/0.8,40,  0.00,  0.02, * ----              |                   ,  0.00,  0.09
 0,            random,30,  0.00,  0.00, *-                  |                   ,  0.00,  0.08
 0,            random,35,  0.00,  0.00, *                   |                   ,  0.00,  0.01
 0,  exploit/True/0.6,30,  0.00,  0.04, *   -----           |                   ,  0.00,  0.14
 0,    exploit/True/1,15,  0.01,  0.02, * ------            |                   ,  0.00,  0.10
 0,            random,20,  0.01,  0.01, *----               |                   ,  0.00,  0.05
 0,            random,15,  0.01,  0.02, *                   |                   ,  0.00,  0.06
 0,  exploit/True/0.6,25,  0.02,  0.04,   * --------        |                   ,  0.00,  0.14
#
 1,        baseline,2880,  0.06,  0.05, ----  *  -----      |                   ,  0.00,  0.39
