#
 0,     exploit/False,30,  0.17,  0.02, *------             |                   ,  0.17,  0.39
 0,      exploit/True,40,  0.17,  0.02, *-------            |                   ,  0.17,  0.42
 0,      exploit/True,30,  0.19,  0.02,  *-----------       |                   ,  0.17,  0.53
 0,     exploit/False,40,  0.19,  0.02,  *                  |                   ,  0.17,  0.24
#
 1,     EXPLORE/False,40,  0.19,  0.11,  *   ------         |                   ,  0.17,  0.38
 1,      EXPLORE/True,40,  0.20,  0.13,  *    -------       |                   ,  0.17,  0.43
#
 2,     exploit/False,20,  0.24,  0.12, -  *   ------       |                   ,  0.17,  0.53
 2,      exploit/True,20,  0.24,  0.09, -  * ----           |                   ,  0.17,  0.53
 2,            random,40,  0.25,  0.06, --- * -             |                   ,  0.17,  0.34
#
 3,            random,10,  0.26,  0.06,  ---*  -----        |                   ,  0.20,  0.40
 3,     EXPLORE/False,30,  0.27,  0.11, -    * -            |                   ,  0.17,  0.34
 3,     EXPLORE/False,20,  0.27,  0.07,  --- *  ---         |                   ,  0.19,  0.48
 3,            random,30,  0.27,  0.06,  --- * --           |                   ,  0.17,  0.38
#
 4,      exploit/True,10,  0.28,  0.10, ---  *   ---        |                   ,  0.17,  0.56
 4,      EXPLORE/True,30,  0.28,  0.09,  --- *   -----      |                   ,  0.17,  0.49
#
 5,            random,20,  0.32,  0.06,     -  *---         |                   ,  0.17,  0.39
 5,     exploit/False,10,  0.32,  0.09,  ----   * --------- |                   ,  0.17,  0.55
 5,     EXPLORE/False,10,  0.32,  0.03,     --- *---        |                   ,  0.19,  0.42
#
 6,      EXPLORE/True,20,  0.34,  0.05,    ----  *--        |                   ,  0.17,  0.49
#
 7,      EXPLORE/True,10,  0.38,  0.08,      --    *-----   |                   ,  0.19,  0.50
#
 8,         baseline,398,  0.55,  0.16,           ----      *  ----------       ,  0.17,  0.93
