#
 0,      EXPLORE/True,30,  0.12,  0.07, ---  *-             |                   ,  0.00,  0.19
 0,      exploit/True,30,  0.13,  0.02,    --*              |                   ,  0.00,  0.20
 0,     EXPLORE/False,40,  0.13,  0.04,   -- *-             |                   ,  0.00,  0.18
 0,      exploit/True,40,  0.13,  0.08, ---  * -            |                   ,  0.00,  0.21
 0,     exploit/False,40,  0.13,  0.08, ---  * -            |                   ,  0.00,  0.20
 0,     EXPLORE/False,30,  0.14,  0.08,   -- * -            |                   ,  0.04,  0.19
 0,            random,40,  0.14,  0.03,     -* -            |                   ,  0.05,  0.23
 0,      EXPLORE/True,40,  0.14,  0.03,  ----*--            |                   ,  0.00,  0.21
 0,            random,20,  0.15,  0.05,    -- *             |                   ,  0.07,  0.19
 0,            random,30,  0.15,  0.04,    -- *             |                   ,  0.02,  0.20
#
 1,     EXPLORE/False,20,  0.16,  0.04,   --- *-            |                   ,  0.00,  0.21
 1,     exploit/False,30,  0.16,  0.06,   --- *-            |                   ,  0.05,  0.26
 1,      EXPLORE/True,20,  0.17,  0.06,    --  *-           |                   ,  0.07,  0.25
 1,            random,10,  0.17,  0.06,    ----* -          |                   ,  0.04,  0.28
 1,     exploit/False,20,  0.18,  0.07,    --  *-           |                   ,  0.05,  0.24
 1,      exploit/True,10,  0.18,  0.09,     -- * -----      |                   ,  0.07,  0.36
 1,      exploit/True,20,  0.19,  0.02,     --- *           |                   ,  0.02,  0.21
#
 2,     exploit/False,10,  0.19,  0.08,      -  *--         |                   ,  0.07,  0.29
 2,     EXPLORE/False,10,  0.19,  0.06,       - * ---       |                   ,  0.13,  0.33
 2,      EXPLORE/True,10,  0.20,  0.09,     --  * -----     |                   ,  0.08,  0.41
#
 3,        baseline,4653,  0.48,  0.13,                ---  *  ----------       ,  0.18,  0.92
