#
 0,     exploit/False,40,  0.02,  0.01, *--                 |                   ,  0.00,  0.29
 0,     exploit/False,30,  0.02,  0.01,  *---------------   |                   ,  0.00,  0.36
 0,     EXPLORE/False,30,  0.02,  0.04, -*--------          |                   ,  0.01,  0.23
 0,     EXPLORE/False,40,  0.02,  0.03, -*--------          |                   ,  0.00,  0.21
 0,      exploit/True,40,  0.02,  0.01, -*-                 |                   ,  0.00,  0.18
 0,      EXPLORE/True,40,  0.02,  0.02,  *-------           |                   ,  0.01,  0.24
 0,      exploit/True,30,  0.02,  0.15,  *      -           |                   ,  0.00,  0.20
 0,      EXPLORE/True,30,  0.03,  0.04,  * -------          |                   ,  0.02,  0.22
 0,     EXPLORE/False,20,  0.03,  0.04,  * -------          |                   ,  0.01,  0.35
 0,      EXPLORE/True,20,  0.06,  0.14,   *     ---         |                   ,  0.00,  0.25
#
 1,     exploit/False,20,  0.06,  0.16, -  *     --------   |                   ,  0.01,  0.35
 1,      exploit/True,10,  0.06,  0.14,  - *     --         |                   ,  0.01,  0.36
#
 2,            random,40,  0.08,  0.15,  --*      --        |                   ,  0.02,  0.36
 2,            random,30,  0.18,  0.14,  --      *---       |                   ,  0.00,  0.27
 2,      exploit/True,20,  0.18,  0.18, -        *--------  |                   ,  0.01,  0.37
 2,     EXPLORE/False,10,  0.20,  0.18,   -      *   -----  |                   ,  0.03,  0.37
#
 3,            random,20,  0.20,  0.13,  ---      *--       |                   ,  0.02,  0.36
#
 4,      EXPLORE/True,10,  0.21,  0.08,     ----- *   ----- |                   ,  0.03,  0.44
 4,            random,10,  0.22,  0.06,   -------  *        |                   ,  0.02,  0.28
 4,     exploit/False,10,  0.23,  0.29,  --        *      - |                   ,  0.00,  0.39
#
 5,        baseline,6840,  0.40,  0.34,   --------          *       ----        ,  0.00,  0.79
